Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,no_of_total_guests,no_of_total_days_stay
INN08641,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,123.0,0,Not_Canceled,2,3
INN25119,2,2,1,2,Meal Plan 1,1,Room_Type 6,19,2018,1,1,Online,0,0,0,194.67,0,Not_Canceled,4,3
INN31433,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,3,9,Offline,0,0,0,38.67,0,Not_Canceled,2,3
INN27877,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1,Not_Canceled,1,1
INN30543,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,10,19,Offline,0,0,0,85.0,0,Not_Canceled,2,3
INN30031,2,0,1,5,Meal Plan 1,0,Room_Type 4,13,2018,4,5,Online,0,0,0,130.33,0,Not_Canceled,2,6
INN11734,2,0,0,4,Meal Plan 1,0,Room_Type 1,61,2018,5,11,Online,0,0,0,92.28,0,Canceled,2,4
INN13994,2,0,0,3,Meal Plan 1,0,Room_Type 1,178,2018,7,20,Online,0,0,0,102.3,1,Canceled,2,3
INN04016,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Corporate,1,0,5,65.0,0,Not_Canceled,1,1
INN30671,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Not_Canceled,1,1
INN27939,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,2,4
INN12833,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,5,21,Online,0,0,0,126.9,0,Canceled,2,5
INN24191,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,10,28,Complementary,1,0,5,0.0,1,Not_Canceled,2,2
INN35928,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0,Canceled,2,1
INN14062,2,1,0,3,Meal Plan 1,0,Room_Type 1,103,2018,10,18,Online,0,0,0,135.0,1,Not_Canceled,3,3
INN16541,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Canceled,2,3
INN30356,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,4,7,Online,0,0,0,105.3,1,Not_Canceled,2,2
INN27817,1,0,1,2,Meal Plan 1,0,Room_Type 1,123,2018,4,29,Online,0,0,0,93.9,0,Canceled,1,3
INN18733,3,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,2,5,Online,0,0,0,129.0,2,Not_Canceled,3,2
INN16910,3,0,1,3,Meal Plan 1,0,Room_Type 1,79,2018,5,16,Online,0,0,0,150.45,0,Canceled,3,4
INN19554,2,0,2,1,Meal Plan 1,0,Room_Type 1,250,2018,7,16,Offline,0,0,0,72.08,2,Not_Canceled,2,3
INN03308,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled,2,3
INN21698,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,4,Corporate,1,3,30,65.0,0,Not_Canceled,1,1
INN17937,2,2,2,4,Meal Plan 1,0,Room_Type 6,2,2018,4,23,Online,0,0,0,206.0,0,Canceled,4,6
INN27755,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,11,25,Online,0,0,0,108.67,2,Not_Canceled,2,3
INN03530,2,0,2,3,Meal Plan 1,0,Room_Type 1,283,2018,12,30,Online,0,0,0,82.79,0,Canceled,2,5
INN21474,2,0,0,5,Meal Plan 1,0,Room_Type 1,45,2017,9,8,Online,0,0,0,82.98,0,Not_Canceled,2,5
INN20334,2,0,2,2,Meal Plan 1,0,Room_Type 1,46,2018,10,16,Offline,0,0,0,85.5,0,Not_Canceled,2,4
INN06385,1,0,0,2,Meal Plan 1,1,Room_Type 1,1,2018,9,6,Corporate,1,0,3,67.0,0,Not_Canceled,1,2
INN11530,1,0,1,1,Not Selected,0,Room_Type 1,1,2018,9,5,Online,0,0,0,149.0,1,Not_Canceled,1,2
INN23288,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,2,3
INN03116,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,12,8,Online,0,0,0,86.93,0,Not_Canceled,2,3
INN12402,1,0,1,3,Meal Plan 1,0,Room_Type 1,22,2018,9,26,Online,0,0,0,106.4,0,Canceled,1,4
INN32576,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,120.0,1,Not_Canceled,2,3
INN28216,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2018,12,18,Online,0,0,0,89.5,2,Not_Canceled,1,1
INN26376,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,20,Aviation,0,0,0,79.0,0,Not_Canceled,1,1
INN09682,3,0,0,3,Meal Plan 1,0,Room_Type 4,114,2018,7,7,Online,0,0,0,146.7,1,Not_Canceled,3,3
INN14929,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,11,25,Online,0,0,0,104.0,0,Canceled,2,3
INN18924,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,12,21,Online,0,0,0,67.76,1,Not_Canceled,2,1
INN33368,1,0,0,3,Not Selected,0,Room_Type 1,63,2018,11,3,Online,0,0,0,73.8,1,Not_Canceled,1,3
INN28271,2,1,0,2,Meal Plan 2,0,Room_Type 1,20,2018,9,9,Online,0,0,0,193.05,2,Not_Canceled,3,2
INN33163,2,0,1,2,Meal Plan 1,0,Room_Type 1,158,2018,8,29,Online,0,0,0,96.3,0,Canceled,2,3
INN18380,1,0,1,3,Meal Plan 2,0,Room_Type 1,49,2018,6,27,Offline,0,0,0,72.0,0,Not_Canceled,1,4
INN12513,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,2,1
INN18817,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,2,1
INN28685,1,0,2,3,Meal Plan 1,0,Room_Type 1,16,2018,11,25,Online,0,0,0,58.45,1,Canceled,1,5
INN20568,2,0,1,0,Not Selected,0,Room_Type 1,104,2018,10,9,Online,0,0,0,108.0,1,Canceled,2,1
INN07018,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,2,1
INN31919,2,0,1,0,Not Selected,0,Room_Type 1,29,2018,5,29,Online,0,0,0,109.0,2,Not_Canceled,2,1
INN04640,1,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,0,0,0,205.0,2,Not_Canceled,1,2
INN07606,1,0,1,0,Not Selected,0,Room_Type 1,12,2018,6,27,Online,0,0,0,129.0,0,Canceled,1,1
INN10380,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled,2,4
INN25519,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,10,5,Online,0,0,0,114.73,1,Not_Canceled,2,2
INN04823,3,0,0,2,Meal Plan 1,0,Room_Type 1,67,2018,11,25,Offline,0,0,0,105.0,0,Not_Canceled,3,2
INN12758,2,0,1,4,Meal Plan 1,0,Room_Type 1,90,2018,3,7,Online,0,0,0,73.95,0,Canceled,2,5
INN00659,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,2018,10,31,Offline,0,0,0,75.0,0,Not_Canceled,2,3
INN00844,1,0,2,1,Not Selected,0,Room_Type 1,9,2018,2,21,Online,0,0,0,79.0,0,Canceled,1,3
INN18171,1,0,2,0,Not Selected,0,Room_Type 1,26,2018,10,2,Online,0,0,0,134.0,1,Not_Canceled,1,2
INN31235,2,0,0,1,Meal Plan 1,1,Room_Type 1,4,2018,11,5,Online,0,0,0,120.0,2,Not_Canceled,2,1
INN03240,1,0,2,2,Meal Plan 1,0,Room_Type 4,49,2018,4,10,Online,0,0,0,112.2,0,Canceled,1,4
INN10877,1,2,4,9,Meal Plan 1,0,Room_Type 6,30,2018,11,2,Online,0,0,0,186.22,1,Canceled,3,13
INN08671,2,0,1,3,Not Selected,0,Room_Type 1,240,2018,10,27,Online,0,0,0,80.75,0,Canceled,2,4
INN13313,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,2,1
INN31475,2,0,1,5,Meal Plan 1,0,Room_Type 1,253,2018,12,13,Online,0,0,0,73.95,2,Not_Canceled,2,6
INN27407,1,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,15,Offline,0,0,0,45.0,1,Not_Canceled,1,2
INN21835,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled,2,3
INN29804,2,0,1,1,Not Selected,0,Room_Type 1,196,2018,8,6,Online,0,0,0,85.5,0,Canceled,2,2
INN32456,2,0,1,1,Meal Plan 1,0,Room_Type 1,158,2018,8,13,Online,0,0,0,114.3,0,Canceled,2,2
INN24940,2,0,2,1,Meal Plan 1,0,Room_Type 1,28,2018,4,17,Online,0,0,0,97.63,1,Canceled,2,3
INN29459,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled,1,3
INN22788,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled,2,2
INN08656,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2018,8,28,Offline,0,0,0,85.0,0,Not_Canceled,2,3
INN26200,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,10,27,Offline,0,0,0,95.0,0,Not_Canceled,2,1
INN25130,3,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,10,20,Online,0,0,0,151.2,3,Not_Canceled,3,4
INN01090,2,0,0,5,Meal Plan 1,0,Room_Type 1,186,2018,7,19,Online,0,0,0,90.95,1,Canceled,2,5
INN26903,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,11,24,Corporate,1,0,1,77.0,0,Not_Canceled,2,1
INN25619,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2018,3,3,Online,0,0,0,80.3,0,Not_Canceled,2,3
INN30281,3,0,1,3,Meal Plan 1,0,Room_Type 4,171,2018,7,25,Online,0,0,0,93.84,1,Not_Canceled,3,4
INN18586,2,1,0,1,Not Selected,0,Room_Type 1,11,2017,12,25,Online,0,0,0,92.5,1,Not_Canceled,3,1
INN06335,2,0,1,1,Meal Plan 1,0,Room_Type 4,14,2018,8,22,Online,0,0,0,156.0,2,Not_Canceled,2,2
INN01970,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,79.39,1,Not_Canceled,3,3
INN08816,2,0,1,3,Meal Plan 1,0,Room_Type 4,75,2018,4,25,Online,0,0,0,103.7,1,Not_Canceled,2,4
INN36237,2,0,0,3,Meal Plan 1,0,Room_Type 4,21,2018,3,8,Online,0,0,0,73.03,1,Not_Canceled,2,3
INN26898,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,2,24,Online,0,0,0,80.0,0,Not_Canceled,1,3
INN19243,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,70.0,0,Not_Canceled,1,3
INN08105,2,0,1,3,Meal Plan 1,0,Room_Type 1,39,2018,11,7,Online,0,0,0,147.6,0,Canceled,2,4
INN14468,2,0,1,3,Not Selected,0,Room_Type 1,199,2018,5,2,Online,0,0,0,95.4,1,Canceled,2,4
INN10097,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,1,3
INN27258,3,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,10,5,Online,0,0,0,186.2,3,Not_Canceled,3,2
INN30379,2,0,2,2,Not Selected,0,Room_Type 1,33,2018,3,13,Online,0,0,0,71.1,0,Canceled,2,4
INN35597,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,17,Online,0,0,0,81.55,0,Not_Canceled,2,1
INN31522,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0,Not_Canceled,2,5
INN11151,2,2,2,2,Meal Plan 1,0,Room_Type 6,42,2018,5,15,Online,0,0,0,198.9,0,Canceled,4,4
INN14149,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,6,26,Online,0,0,0,109.0,1,Not_Canceled,2,1
INN28396,2,0,2,4,Meal Plan 1,0,Room_Type 1,36,2018,12,7,Online,0,0,0,104.0,2,Not_Canceled,2,6
INN00449,2,0,3,5,Meal Plan 1,0,Room_Type 4,5,2018,4,4,Online,0,0,0,126.75,0,Canceled,2,8
INN20495,2,0,0,3,Meal Plan 1,0,Room_Type 4,157,2018,5,5,Online,0,0,0,127.0,0,Canceled,2,3
INN03611,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2018,2,17,Online,0,0,0,93.5,1,Not_Canceled,2,4
INN03564,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled,2,3
INN15450,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,7,8,Corporate,1,2,4,77.0,0,Not_Canceled,2,1
INN25425,2,0,2,5,Meal Plan 1,0,Room_Type 1,188,2018,7,28,Online,0,0,0,90.95,0,Canceled,2,7
INN08893,3,0,2,7,Meal Plan 1,0,Room_Type 4,34,2018,8,16,Online,0,0,0,168.3,1,Not_Canceled,3,9
INN35974,2,0,2,2,Meal Plan 1,0,Room_Type 2,97,2018,5,22,Online,0,0,0,112.01,0,Canceled,2,4
INN19956,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled,2,2
INN07414,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,10,13,Online,0,0,0,108.0,0,Canceled,2,1
INN34639,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,29,Corporate,1,0,1,66.0,0,Not_Canceled,1,3
INN23643,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2,2
INN22604,2,1,1,2,Meal Plan 1,0,Room_Type 1,238,2018,10,28,Online,0,0,0,112.5,0,Canceled,3,3
INN20554,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled,2,2
INN15596,2,0,0,2,Not Selected,0,Room_Type 1,128,2018,9,16,Online,0,0,0,100.29,3,Not_Canceled,2,2
INN29399,2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2017,10,21,Offline,0,0,0,75.0,1,Not_Canceled,2,3
INN12070,2,0,1,3,Meal Plan 1,0,Room_Type 1,62,2017,10,8,Online,0,0,0,89.25,2,Not_Canceled,2,4
INN29033,2,0,1,1,Not Selected,0,Room_Type 1,231,2018,8,27,Online,0,0,0,94.5,0,Canceled,2,2
INN31676,2,0,1,3,Not Selected,0,Room_Type 1,83,2018,11,3,Online,0,0,0,79.2,0,Canceled,2,4
INN34939,3,0,2,2,Meal Plan 1,0,Room_Type 4,50,2018,7,10,Online,0,0,0,142.2,0,Not_Canceled,3,4
INN12029,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,2018,5,11,Offline,0,0,0,106.08,0,Not_Canceled,2,4
INN17783,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,12,21,Online,0,0,0,87.0,2,Not_Canceled,2,3
INN29512,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled,2,4
INN33811,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled,2,2
INN11235,2,0,1,2,Meal Plan 2,0,Room_Type 1,4,2018,2,8,Offline,0,0,0,117.0,0,Not_Canceled,2,3
INN11432,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled,2,2
INN25741,1,0,2,3,Meal Plan 2,0,Room_Type 1,90,2018,5,8,Offline,0,0,0,90.0,0,Not_Canceled,1,5
INN26057,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,8,21,Online,0,0,0,106.0,1,Not_Canceled,2,2
INN13335,2,0,1,2,Meal Plan 1,0,Room_Type 1,70,2018,4,4,Online,0,0,0,96.3,1,Not_Canceled,2,3
INN00663,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,1,28,Corporate,0,0,0,66.0,0,Not_Canceled,1,1
INN18270,2,0,2,5,Meal Plan 1,0,Room_Type 1,178,2018,8,18,Offline,0,0,0,72.25,0,Canceled,2,7
INN13934,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,2,2
INN29143,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,9,20,Online,0,0,0,179.0,2,Not_Canceled,1,1
INN20823,1,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,74.67,1,Not_Canceled,1,3
INN00574,1,0,0,1,Meal Plan 1,0,Room_Type 1,51,2018,3,16,Corporate,0,0,0,85.5,0,Not_Canceled,1,1
INN00176,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,3,22,Online,0,0,0,89.0,0,Not_Canceled,2,1
INN07857,2,1,0,1,Not Selected,0,Room_Type 1,7,2018,2,5,Online,0,0,0,81.0,2,Not_Canceled,3,1
INN02106,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70.0,0,Canceled,2,3
INN10221,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,22,Online,0,0,0,111.0,1,Canceled,2,1
INN33893,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,10,12,Online,0,0,0,139.5,1,Canceled,2,3
INN02444,3,0,2,2,Meal Plan 1,0,Room_Type 4,98,2018,12,17,Online,0,0,0,140.0,1,Not_Canceled,3,4
INN28039,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,8,29,Online,0,0,0,164.0,0,Not_Canceled,2,1
INN09809,1,0,0,3,Not Selected,0,Room_Type 1,41,2018,12,21,Online,0,0,0,79.2,1,Not_Canceled,1,3
INN23467,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,1,2
INN29990,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,11,14,Offline,0,0,0,75.0,0,Not_Canceled,2,3
INN01669,2,0,2,1,Not Selected,0,Room_Type 1,95,2018,10,30,Online,0,0,0,79.8,2,Canceled,2,3
INN33776,2,0,2,8,Meal Plan 1,0,Room_Type 1,190,2018,6,9,Online,0,0,0,83.79,0,Canceled,2,10
INN17477,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,24,Offline,0,0,0,75.0,0,Not_Canceled,1,1
INN24515,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0,Not_Canceled,2,1
INN24140,2,0,1,3,Not Selected,0,Room_Type 1,7,2018,11,17,Online,0,0,0,78.63,2,Not_Canceled,2,4
INN27595,2,1,2,5,Meal Plan 1,0,Room_Type 1,187,2018,8,28,Online,0,0,0,111.35,0,Canceled,3,7
INN14849,3,0,0,3,Meal Plan 1,0,Room_Type 4,66,2018,6,29,Online,0,0,0,150.3,0,Canceled,3,3
INN11998,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,27,Online,0,0,0,71.7,0,Not_Canceled,1,2
INN34318,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,27,Offline,0,0,0,60.0,0,Not_Canceled,1,1
INN04763,2,0,1,1,Not Selected,0,Room_Type 1,145,2018,8,1,Online,0,0,0,94.5,0,Not_Canceled,2,2
INN05031,2,0,0,1,Not Selected,1,Room_Type 1,1,2018,4,16,Online,0,0,0,89.0,1,Not_Canceled,2,1
INN27109,2,0,2,3,Meal Plan 1,0,Room_Type 1,19,2017,9,13,Online,0,0,0,105.0,1,Not_Canceled,2,5
INN07012,3,0,0,1,Meal Plan 1,0,Room_Type 4,41,2018,9,1,Online,0,0,0,142.2,2,Not_Canceled,3,1
INN00181,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,9,9,Online,0,0,0,80.85,1,Not_Canceled,2,3
INN14303,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,1,1,15,65.0,1,Not_Canceled,1,2
INN31715,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,1,2
INN32733,2,0,1,0,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,0,0,0,101.0,1,Not_Canceled,2,1
INN23805,2,0,2,5,Meal Plan 1,0,Room_Type 1,144,2018,7,23,Online,0,0,0,99.45,1,Canceled,2,7
INN20622,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90.0,0,Not_Canceled,2,3
INN08197,2,0,0,1,Not Selected,1,Room_Type 1,0,2017,10,9,Online,0,0,0,161.0,1,Not_Canceled,2,1
INN32526,2,0,1,5,Meal Plan 1,0,Room_Type 1,90,2018,6,28,Online,0,0,0,114.3,0,Canceled,2,6
INN20265,2,0,1,0,Meal Plan 1,0,Room_Type 4,6,2018,2,21,Online,0,0,0,108.0,1,Not_Canceled,2,1
INN12348,2,0,2,0,Not Selected,0,Room_Type 1,45,2018,12,18,Online,0,0,0,79.2,0,Not_Canceled,2,2
INN21038,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,1,Online,0,0,0,73.88,3,Not_Canceled,1,2
INN02326,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2017,9,15,Online,0,0,0,93.6,0,Not_Canceled,1,2
INN08909,2,0,2,2,Meal Plan 1,0,Room_Type 1,83,2018,5,7,Online,0,0,0,124.65,1,Not_Canceled,2,4
INN22829,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,9,24,Offline,0,0,0,77.0,0,Not_Canceled,1,1
INN10452,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115.0,0,Canceled,1,3
INN16004,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled,2,6
INN08859,1,0,2,0,Meal Plan 1,0,Room_Type 1,32,2018,12,4,Online,0,0,0,96.0,0,Not_Canceled,1,2
INN30807,2,1,1,0,Meal Plan 1,0,Room_Type 1,154,2018,10,31,Online,0,0,0,78.99,2,Not_Canceled,3,1
INN07230,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,12,22,Online,0,0,0,79.2,1,Not_Canceled,2,2
INN24554,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2017,12,4,Offline,0,0,0,55.0,0,Not_Canceled,2,4
INN34979,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,2,2
INN15196,2,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,5,21,Online,0,0,0,132.6,0,Canceled,2,4
INN06110,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,4,25,Corporate,1,0,15,65.0,1,Not_Canceled,1,1
INN31329,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,2017,8,17,Online,0,0,0,127.33,1,Not_Canceled,2,3
INN06486,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Online,0,0,0,101.0,0,Canceled,2,3
INN29767,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,5,27,Online,0,0,0,118.15,1,Not_Canceled,2,4
INN14263,2,0,2,2,Not Selected,0,Room_Type 1,42,2018,12,9,Online,0,0,0,74.8,1,Not_Canceled,2,4
INN17398,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,1,2
INN35992,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled,2,2
INN28827,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2018,5,8,Offline,0,0,0,85.5,0,Not_Canceled,2,3
INN31528,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,15,Corporate,0,0,0,145.0,1,Not_Canceled,2,1
INN25062,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,9,2,Offline,0,0,0,109.8,0,Not_Canceled,2,4
INN08235,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,12,29,Online,0,0,0,74.8,4,Not_Canceled,2,1
INN25110,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,2018,12,8,Online,0,0,0,98.1,1,Not_Canceled,2,2
INN21350,3,0,1,3,Meal Plan 1,0,Room_Type 4,28,2018,12,15,Online,0,0,0,130.9,2,Not_Canceled,3,4
INN28365,1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,12,5,Corporate,1,0,3,67.0,1,Not_Canceled,1,1
INN25864,1,0,0,1,Meal Plan 1,1,Room_Type 1,7,2018,11,16,Corporate,1,0,8,79.0,1,Not_Canceled,1,1
INN15602,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,11,7,Online,0,0,0,174.25,2,Not_Canceled,2,3
INN05976,2,0,2,2,Meal Plan 1,0,Room_Type 1,89,2018,4,8,Online,0,0,0,65.13,1,Not_Canceled,2,4
INN24465,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,Not_Canceled,3,2
INN11504,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled,2,3
INN19734,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,8,31,Online,0,0,0,139.0,2,Not_Canceled,2,2
INN08313,2,0,0,2,Not Selected,0,Room_Type 1,64,2018,1,19,Online,0,0,0,65.36,2,Not_Canceled,2,2
INN31272,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,2,3
INN10073,3,0,2,1,Meal Plan 1,0,Room_Type 4,6,2018,3,19,Online,0,0,0,177.0,1,Not_Canceled,3,3
INN16389,2,0,0,2,Not Selected,0,Room_Type 1,125,2018,6,17,Online,0,0,0,116.1,1,Not_Canceled,2,2
INN19918,2,0,2,5,Meal Plan 1,0,Room_Type 1,20,2017,9,1,Online,0,0,0,76.81,0,Not_Canceled,2,7
INN33756,1,0,1,1,Meal Plan 1,0,Room_Type 1,9,2018,11,26,Online,0,0,0,89.55,2,Not_Canceled,1,2
INN18083,1,0,3,6,Meal Plan 1,0,Room_Type 1,2,2017,12,5,Corporate,0,0,0,91.67,0,Not_Canceled,1,9
INN14769,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,9,19,Corporate,1,0,1,65.0,0,Not_Canceled,1,1
INN25772,2,1,0,1,Meal Plan 1,0,Room_Type 1,7,2018,8,31,Online,0,0,0,107.03,3,Not_Canceled,3,1
INN04224,1,0,1,1,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,1,1,11,67.0,0,Not_Canceled,1,2
INN19005,2,0,0,3,Meal Plan 1,0,Room_Type 1,72,2018,3,31,Online,0,0,0,67.22,0,Not_Canceled,2,3
